time, ax, ay, az, gx, gy, gz, mx, my, mz
   677155133,   -0.00293,    -0.00659,    +1.00138,   +0.11240,    +0.07575,    +0.00367,  -14.67400,   -54.86800,    +1.62400
   677166403,   +0.00073,    -0.00659,    +0.98600,   +0.11606,    +0.07819,    +0.00489,  -14.96400,   -54.57800,    +0.75400
   677177677,   +0.00000,    -0.00073,    +0.98600,   +0.11362,    +0.07819,    +0.00000,  -14.73200,   -55.39000,    +1.10200
   677188923,   -0.00073,    -0.00586,    +0.99406,   +0.10996,    +0.07819,    +0.00000,  -13.97800,   -54.98400,    +0.40600
   677200216,   +0.00146,    -0.01025,    +0.99991,   +0.10996,    +0.07453,    +0.00122,  -14.90600,   -54.57800,    +1.21800
   677211464,   -0.00146,    -0.00512,    +0.99772,   +0.10629,    +0.07453,    +0.00244,  -14.90600,   -54.57800,    +1.21800
   677222712,   -0.00952,    -0.00293,    +0.98966,   +0.11240,    +0.07819,    +0.00122,  -14.96400,   -55.04200,    +1.27600
   677233959,   +0.00073,    -0.01244,    +0.99186,   +0.11606,    +0.07697,    +0.00000,  -14.73200,   -54.69400,    +1.50800
   677245205,   +0.00220,    -0.00952,    +1.00284,   +0.11484,    +0.07941,    -0.00489,  -14.26800,   -55.10000,    +1.68200
   677256452,   -0.00659,    -0.01098,    +0.99406,   +0.11362,    +0.07453,    -0.00367,  -14.73200,   -54.92600,    +0.46400
   677267697,   +0.00073,    -0.00512,    +0.99113,   +0.10996,    +0.07453,    -0.00122,  -14.73200,   -55.21600,    +0.63800
   677278947,   -0.00146,    -0.01025,    +0.99259,   +0.10996,    +0.07330,    +0.00367,  -14.50000,   -54.98400,    +1.45000
   677290193,   +0.00073,    -0.00586,    +0.98966,   +0.10873,    +0.08063,    -0.00122,  -14.26800,   -54.63600,    +1.56600
   677301439,   -0.00366,    -0.01391,    +0.99698,   +0.10751,    +0.07575,    +0.00122,  -14.26800,   -54.63600,    +1.56600
   677312683,   -0.00293,    -0.00952,    +0.99259,   +0.11118,    +0.07819,    -0.00122,  -14.67400,   -54.46200,    +1.97200
   677324047,   -0.00146,    -0.01098,    +0.99698,   +0.11362,    +0.07941,    +0.00489,  -14.26800,   -54.28800,    +1.50800
   677335314,   +0.00073,    -0.00878,    +0.99625,   +0.11118,    +0.07697,    -0.00122,  -15.02200,   -54.75200,    +1.33400
   677346580,   -0.00805,    -0.00878,    +0.98674,   +0.11240,    +0.08063,    +0.00000,  -14.21000,   -54.23000,    +1.27600
   677357830,   -0.01171,    -0.00659,    +0.99479,   +0.11240,    +0.07819,    +0.00122,  -14.26800,   -53.99800,    +1.16000
   677369076,   +0.00073,    -0.01025,    +0.99698,   +0.10751,    +0.07453,    +0.00489,  -14.26800,   -53.59200,    +0.81200
   677380342,   -0.00512,    -0.00220,    +0.99113,   +0.11240,    +0.07941,    -0.00367,  -14.03600,   -54.40400,    +1.91400
   677391588,   -0.00220,    -0.00512,    +0.99625,   +0.10996,    +0.07575,    -0.00244,  -14.03600,   -54.40400,    +1.91400
   677402833,   -0.00293,    -0.01391,    +0.99552,   +0.11484,    +0.07697,    +0.00122,  -14.50000,   -54.75200,    +0.81200
   677414081,   +0.00146,    -0.01244,    +0.99479,   +0.11729,    +0.08186,    +0.00122,  -14.73200,   -54.75200,    +0.40600
