time, ax, ay, az, gx, gy, gz, mx, my, mz;
     69036l,   -0.01123,    -1.02344,    +0.00830,   -0.01596,    -0.01064,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01074,    -1.01953,    +0.01172,   -0.01277,    -0.01277,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00293,    -1.01807,    +0.01855,   -0.01171,    -0.00958,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.02051,    +0.02686,   -0.01277,    -0.00851,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00635,    -1.01025,    +0.02051,   -0.01596,    -0.00958,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00342,    -1.01953,    +0.02197,   -0.01596,    -0.00958,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01318,    -1.02588,    +0.01123,   -0.01064,    -0.01490,    -0.00532,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00781,    -1.02881,    +0.02051,   -0.01171,    -0.00851,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01367,    -1.02441,    +0.01562,   -0.01703,    -0.00639,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.01953,    +0.00781,   -0.01171,    -0.00745,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00830,    -1.02246,    +0.01758,   -0.01596,    -0.00745,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01904,    -1.01367,    +0.00732,   -0.01277,    -0.00958,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00977,    -1.02930,    +0.02148,   -0.01277,    -0.01171,    -0.01277,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01465,    -1.02832,    +0.01270,   -0.00851,    -0.01383,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00684,    -1.02539,    +0.02295,   -0.01171,    -0.01277,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01562,    -1.00732,    +0.02148,   -0.01277,    -0.00851,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.00879,    +0.00439,   -0.01596,    -0.01277,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00391,    -1.02246,    +0.01221,   -0.01171,    -0.01064,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00244,    -1.02490,    +0.02686,   -0.01064,    -0.01064,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01367,    -1.02100,    +0.02832,   -0.01703,    -0.01490,    -0.01171,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02295,    +0.01221,   -0.01277,    -0.00745,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.02930,    +0.01025,   -0.01277,    -0.01064,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.02246,    +0.01221,   -0.01277,    -0.01064,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01904,    -1.01758,    +0.02344,   -0.01383,    -0.00851,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00977,    -1.02246,    +0.01416,   -0.01383,    -0.01064,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.01709,    +0.00244,   -0.01064,    -0.00851,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.02148,    +0.01025,   -0.01171,    -0.00851,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00342,    -1.01758,    +0.02539,   -0.01277,    -0.00851,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.02490,    +0.00439,   -0.01490,    -0.01490,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00439,    -1.01514,    +0.01172,   -0.01277,    -0.00958,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.01904,    +0.03174,   -0.01490,    -0.01171,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01562,    -1.02246,    +0.01904,   -0.01703,    -0.01383,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00293,    -1.02344,    +0.02100,   -0.01490,    -0.01277,    -0.01171,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00830,    -1.01709,    +0.01562,   -0.01277,    -0.01383,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.01611,    +0.01172,   -0.01383,    -0.01277,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00977,    -1.02148,    +0.01709,   -0.01703,    -0.01596,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00635,    -1.01758,    +0.01611,   -0.01064,    -0.00958,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00928,    -1.02930,    +0.01807,   -0.01277,    -0.01277,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02881,    +0.01953,   -0.01703,    -0.00958,    -0.01171,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00684,    -1.02588,    +0.00830,   -0.01277,    -0.01490,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01074,    -1.02295,    +0.02148,   -0.01703,    -0.01383,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00635,    -1.01709,    +0.01758,   -0.01171,    -0.01064,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.01807,    +0.02588,   -0.01596,    -0.01596,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00439,    -1.02441,    +0.02441,   -0.01277,    -0.01064,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01123,    -1.02051,    +0.01465,   -0.01383,    -0.00958,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00977,    -1.01953,    +0.00879,   -0.01277,    -0.00745,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   +0.00098,    -1.02295,    +0.02637,   -0.01277,    -0.01064,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00293,    -1.02246,    +0.01025,   -0.01064,    -0.01277,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00293,    -1.01416,    +0.01367,   -0.01171,    -0.01703,    -0.00532,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.01416,    +0.00635,   -0.01490,    -0.00958,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01123,    -1.01953,    +0.01611,   -0.01916,    -0.01596,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   +0.00049,    -1.01172,    +0.02295,   -0.01171,    -0.00745,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01172,    -1.02637,    +0.02588,   -0.01383,    -0.01596,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00928,    -1.02148,    +0.01709,   -0.01171,    -0.01171,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01074,    -1.02295,    +0.00977,   -0.01596,    -0.01277,    -0.01171,  -23.35606,    +0.18105,   -22.52461
     69036l,   +0.00049,    -1.02148,    -0.00293,   -0.01383,    -0.01171,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01221,    -1.02295,    +0.02295,   -0.01171,    -0.00958,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01318,    -1.01514,    +0.00439,   -0.01383,    -0.00745,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01221,    -1.02832,    +0.01611,   -0.00958,    -0.01171,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00391,    -1.00732,    +0.01562,   -0.01596,    -0.01490,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00977,    -1.01416,    +0.02100,   -0.01490,    -0.00851,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00684,    -1.02588,    +0.00439,   -0.01490,    -0.00745,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00586,    -1.02148,    +0.01758,   -0.00958,    -0.01596,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01367,    -1.01807,    +0.00488,   -0.01383,    -0.01277,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00293,    -1.02148,    +0.02539,   -0.01703,    -0.01277,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00439,    -1.02539,    +0.01172,   -0.01277,    -0.01171,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00439,    -1.01904,    +0.00439,   -0.01277,    -0.01064,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02832,    +0.00586,   -0.00745,    -0.01064,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02148,    +0.01074,   -0.01490,    -0.01064,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00684,    -1.01953,    +0.02881,   -0.01171,    -0.00958,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00244,    -1.02393,    +0.01611,   -0.01277,    -0.01064,    -0.01277,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00439,    -1.01904,    +0.02686,   -0.00851,    -0.01064,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00928,    -1.01904,    +0.01367,   -0.01490,    -0.01064,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01123,    -1.02393,    +0.01807,   -0.01171,    -0.01064,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01416,    -1.03076,    +0.01807,   -0.00958,    -0.00958,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01318,    -1.01562,    +0.01904,   -0.01383,    -0.01277,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02100,    +0.01270,   -0.01596,    -0.01064,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01318,    -1.02441,    +0.01172,   -0.01277,    -0.00851,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00342,    -1.01807,    +0.01172,   -0.00958,    -0.01277,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00928,    -1.02832,    +0.02246,   -0.00851,    -0.00851,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.02490,    +0.01318,   -0.01596,    -0.01383,    -0.00745,  -23.35606,    +0.18105,   -22.52461
     69036l,   +0.00049,    -1.01904,    +0.01123,   -0.01596,    -0.01277,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01221,    -1.02441,    +0.01221,   -0.01064,    -0.00745,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02637,    +0.02148,   -0.01490,    -0.01490,    -0.01171,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01123,    -1.01758,    +0.02881,   -0.01171,    -0.00958,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02490,    +0.01904,   -0.01064,    -0.01171,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00879,    -1.02148,    +0.01123,   -0.01064,    -0.01171,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00391,    -1.02441,    +0.00537,   -0.01703,    -0.01277,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00684,    -1.01953,    +0.01172,   -0.01703,    -0.01383,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.01953,    +0.02393,   -0.01064,    -0.01171,    -0.00532,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00635,    -1.01514,    +0.01807,   -0.01383,    -0.00958,    -0.00532,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00391,    -1.02344,    +0.00830,   -0.01490,    -0.00639,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00732,    -1.01465,    +0.00732,   -0.01490,    -0.01171,    -0.01064,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01416,    -1.02148,    +0.01562,   -0.01277,    -0.01490,    -0.00426,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.00391,    -1.02100,    +0.02100,   -0.01171,    -0.01277,    -0.00639,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01221,    -1.02002,    +0.01660,   -0.01916,    -0.01064,    -0.00958,  -23.35606,    +0.18105,   -22.52461
     69036l,   -0.01514,    -1.02344,    +0.01904,   -0.01277,    -0.00745,    -0.00851,  -23.35606,    +0.18105,   -22.52461
     69036l,   +0.99854,    -0.01123,    +0.03027,   -0.01064,    -0.00958,    -0.00851,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.98779,    -0.01660,    +0.03809,   -0.01171,    -0.00745,    -0.00532,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.98877,    -0.01465,    +0.02051,   -0.01064,    -0.01490,    -0.01596,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.98975,    -0.01416,    +0.02441,   -0.00958,    -0.01383,    -0.01064,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.98779,    -0.01270,    +0.01855,   -0.01809,    -0.01064,    -0.01171,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99463,    -0.00488,    +0.01611,   -0.01277,    -0.01490,    -0.01171,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99268,    -0.01416,    +0.01660,   -0.01277,    -0.01064,    -0.00426,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99561,    -0.01758,    +0.01611,   -0.01383,    -0.00851,    -0.01064,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99854,    -0.01172,    +0.00635,   -0.01277,    -0.01490,    -0.00319,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99268,    -0.01318,    +0.02930,   -0.01171,    -0.00851,    -0.00745,  -13.03594,   -27.15821,   -15.01641
     69036l,   +0.99658,    -0.01855,    +0.01367,   -0.01277,    -0.01809,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99170,    -0.02051,    +0.03174,   -0.01171,    -0.01064,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98096,    -0.02588,    +0.01367,   -0.01277,    -0.00958,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99023,    -0.01416,    +0.01270,   -0.01171,    -0.00958,    -0.01277,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.01611,    +0.02100,   -0.01383,    -0.00745,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98096,    -0.01221,    +0.02637,   -0.01171,    -0.00958,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99902,    -0.02051,    +0.03027,   -0.00958,    -0.00958,    -0.01490,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.00781,    +0.02393,   -0.01277,    -0.01171,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99463,    -0.01465,    +0.01904,   -0.01277,    -0.01064,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.01904,    +0.02051,   -0.01277,    -0.01064,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98779,    -0.02100,    +0.03418,   -0.01064,    -0.00745,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99707,    -0.01611,    +0.01074,   -0.01490,    -0.01490,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00293,    -0.01709,    +0.03418,   -0.00851,    -0.00426,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98633,    -0.00537,    +0.00488,   -0.01064,    -0.00958,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.01807,    +0.02051,   -0.01277,    -0.01703,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.02148,    +0.02930,   -0.01277,    -0.01383,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99609,    -0.00781,    -0.00439,   -0.00851,    -0.01383,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99219,    -0.00635,    +0.03320,   -0.01277,    -0.01171,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99023,    -0.02295,    +0.03418,   -0.01383,    -0.00745,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99463,    -0.01221,    +0.01562,   -0.00958,    -0.01809,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.02490,    +0.04541,   -0.01171,    -0.01064,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.00732,    +0.03662,   -0.01171,    -0.00958,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98779,    -0.00537,    +0.03369,   -0.01277,    -0.01596,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99854,    -0.01562,    +0.02832,   -0.01277,    -0.00958,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.01221,    +0.02539,   -0.01596,    -0.01171,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99316,    -0.01660,    +0.02588,   -0.01064,    -0.01596,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98438,    -0.00781,    +0.01660,   -0.01277,    -0.01596,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99463,    -0.02100,    +0.00439,   -0.01490,    -0.01064,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99365,    -0.03320,    +0.04102,   -0.01809,    -0.01596,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00195,    -0.01709,    +0.02246,   -0.01064,    -0.01171,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99170,    -0.01709,    +0.02539,   -0.01596,    -0.00745,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00098,    -0.01465,    +0.02930,   -0.01277,    -0.01064,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00000,    -0.01416,    +0.01514,   -0.01383,    -0.01490,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.02002,    +0.01562,   -0.00958,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00244,    -0.01709,    +0.03125,   -0.01277,    -0.01490,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98438,    -0.01904,    +0.03711,   -0.01277,    -0.01490,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00244,    -0.01562,    +0.02637,   -0.00958,    -0.01277,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00244,    -0.01807,    +0.01416,   -0.01277,    -0.01064,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.01758,    +0.01709,   -0.01171,    -0.01703,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98975,    -0.02881,    +0.01562,   -0.01490,    -0.01703,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98975,    -0.01123,    +0.01807,   -0.01277,    -0.01277,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.01221,    +0.03613,   -0.01596,    -0.01064,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.97900,    -0.00781,    +0.01758,   -0.00958,    -0.00851,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99365,    -0.01025,    +0.02734,   -0.01277,    -0.01064,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99072,    -0.01172,    +0.01270,   -0.01596,    -0.01171,    -0.01277,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99902,    -0.01855,    +0.02441,   -0.01171,    -0.00851,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99219,    -0.01465,    +0.03906,   -0.00958,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99023,    -0.01172,    +0.01367,   -0.01703,    -0.01171,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99268,    -0.02051,    +0.03418,   -0.01490,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99756,    -0.01807,    +0.01855,   -0.00851,    -0.01064,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98975,    -0.01172,    +0.01221,   -0.01064,    -0.00745,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98584,    -0.01416,    +0.03027,   -0.00958,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.01904,    +0.02441,   -0.01490,    -0.00532,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.01660,    +0.01807,   -0.01703,    -0.01490,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.01709,    +0.02588,   -0.00958,    -0.01064,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99316,    -0.00879,    +0.02588,   -0.01171,    -0.01064,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.02881,    +0.02734,   -0.01596,    -0.01171,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00000,    -0.01416,    +0.02148,   -0.01490,    -0.01490,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.01172,    +0.02148,   -0.01596,    -0.01171,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99072,    -0.01221,    +0.02588,   -0.01064,    -0.00851,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99268,    -0.01514,    +0.01611,   -0.01383,    -0.01171,    -0.00213,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98779,    -0.01807,    +0.02246,   -0.01383,    -0.01490,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99561,    -0.01758,    +0.03027,   -0.01171,    -0.00958,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99512,    -0.01611,    +0.01709,   -0.01171,    -0.01490,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99023,    -0.01514,    +0.01953,   -0.01064,    -0.01277,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.01660,    +0.02441,   -0.01171,    -0.01171,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98096,    -0.00586,    +0.01855,   -0.00958,    -0.01277,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98877,    -0.01172,    +0.02490,   -0.01064,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00098,    -0.01562,    +0.00830,   -0.00745,    -0.00851,    -0.00319,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99463,    -0.01709,    +0.03857,   -0.01596,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00000,    -0.00928,    +0.02686,   -0.01171,    -0.01064,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.01514,    +0.02490,   -0.00745,    -0.01171,    -0.00532,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99268,    -0.01514,    +0.00830,   -0.01171,    -0.01490,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99072,    -0.02100,    +0.01318,   -0.00851,    -0.01171,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99219,    -0.00635,    +0.03027,   -0.01383,    -0.01277,    -0.01277,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99902,    -0.02002,    +0.01709,   -0.01490,    -0.01383,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98877,    -0.01758,    +0.01807,   -0.01383,    -0.01490,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00391,    -0.02393,    +0.02637,   -0.01809,    -0.01277,    -0.00639,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99316,    -0.01172,    +0.01465,   -0.00639,    -0.01064,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00000,    -0.01904,    +0.02490,   -0.00851,    -0.01383,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99609,    -0.01807,    +0.02100,   -0.01490,    -0.00958,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.97998,    -0.01904,    +0.02100,   -0.01277,    -0.01490,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98438,    -0.01318,    +0.02197,   -0.01171,    -0.01171,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99072,    -0.01123,    +0.01758,   -0.01596,    -0.01171,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.01904,    +0.02344,   -0.01277,    -0.01277,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99365,    -0.02002,    +0.01123,   -0.01383,    -0.01064,    -0.00745,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99414,    -0.00977,    +0.02100,   -0.01064,    -0.00958,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99512,    -0.01562,    +0.02393,   -0.01277,    -0.01277,    -0.00426,  -13.03594,   -28.24453,   -16.41328
     69036l,   +1.00098,    -0.00977,    +0.01758,   -0.00958,    -0.00532,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98438,    -0.01123,    +0.02539,   -0.01064,    -0.01277,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99756,    -0.01904,    +0.01465,   -0.01277,    -0.00851,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99658,    -0.01758,    +0.02344,   -0.01171,    -0.00958,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99854,    -0.01465,    +0.03516,   -0.01171,    -0.00851,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99365,    -0.01465,    +0.02832,   -0.01277,    -0.01703,    -0.00958,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99609,    -0.01123,    +0.02148,   -0.01383,    -0.01171,    -0.01064,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99512,    -0.01270,    +0.02344,   -0.01490,    -0.00639,    -0.00851,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.98926,    -0.02148,    +0.02441,   -0.01383,    -0.01171,    -0.01171,  -13.03594,   -28.24453,   -16.41328
     69036l,   +0.99219,    -0.01807,    +0.02637,   -0.01064,    -0.01490,    -0.00851,  -13.03594,   -28.24453,   -16.41328
