time, ax, ay, az, gx, gy, gz, mx, my, mz;
     69036l,   -0.00830,    +0.98535,    +0.01514,   -0.01064,    -0.01171,    -0.00851,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01807,    +0.98340,    +0.00635,   -0.01064,    -0.01064,    -0.01277,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.00928,    +0.98389,    +0.01270,   -0.01277,    -0.00851,    -0.01171,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01807,    +0.98926,    +0.01123,   -0.01596,    -0.00851,    -0.01064,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01709,    +0.97949,    +0.01660,   -0.01277,    -0.01490,    -0.00958,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.02197,    +0.98145,    +0.03320,   -0.01064,    -0.00958,    -0.01383,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01855,    +0.98535,    +0.02783,   -0.00958,    -0.01277,    -0.00639,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.02295,    +0.97900,    +0.01562,   -0.00745,    -0.01383,    -0.00745,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.00635,    +0.98486,    +0.01465,   -0.01277,    -0.00958,    -0.00532,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01318,    +0.99072,    +0.01611,   -0.01064,    -0.01064,    -0.01171,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.01758,    +0.97852,    -0.00391,   -0.01277,    -0.01277,    -0.01064,  -30.77930,    -8.32852,   -10.82578
     69036l,   -0.02734,    +0.97461,    +0.01758,   -0.01383,    -0.01064,    -0.01064,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.00879,    +0.97900,    -0.00098,   -0.00532,    -0.01596,    -0.00851,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01318,    +0.99219,    +0.01562,   -0.01490,    -0.01064,    -0.00532,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01709,    +0.98438,    +0.01660,   -0.01064,    -0.01277,    -0.00851,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.02441,    +0.99023,    +0.01514,   -0.00958,    -0.00639,    -0.01064,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01416,    +0.97803,    +0.01465,   -0.01490,    -0.00958,    -0.00851,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.02197,    +0.98535,    +0.00439,   -0.01916,    -0.01596,    -0.00745,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01318,    +0.98389,    +0.01172,   -0.01383,    -0.00958,    -0.00958,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01465,    +0.97998,    +0.00293,   -0.01277,    -0.01064,    -0.00851,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.02344,    +0.97900,    +0.00684,   -0.01383,    -0.01171,    -0.00958,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01172,    +0.98047,    +0.01367,   -0.00958,    -0.01490,    -0.01064,  -30.96035,   -10.68223,   -11.34961
     69036l,   -0.01416,    +0.98828,    +0.01855,   -0.01703,    -0.01064,    -0.00745,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.02148,    +0.97607,    +0.01904,   -0.00851,    -0.01596,    -0.00851,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01318,    +0.97998,    +0.01221,   -0.01171,    -0.00851,    -0.00745,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01514,    +0.97949,    +0.00537,   -0.01277,    -0.01383,    -0.00851,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.00830,    +0.98340,    +0.01123,   -0.00958,    -0.00745,    -0.00639,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01562,    +0.99316,    +0.00830,   -0.01490,    -0.01171,    -0.00426,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.02344,    +0.98193,    +0.00635,   -0.01383,    -0.01277,    -0.00745,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01807,    +0.99414,    +0.01270,   -0.00745,    -0.00958,    -0.00851,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01611,    +0.97705,    +0.00488,   -0.01383,    -0.01383,    -0.01383,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01123,    +0.98340,    +0.00781,   -0.01703,    -0.01171,    -0.00958,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01904,    +0.98145,    +0.01367,   -0.01064,    -0.01064,    -0.00851,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01318,    +0.98340,    +0.01367,   -0.00958,    -0.00851,    -0.00958,  -30.77930,    -9.77695,   -12.57188
     69036l,   -0.01660,    +0.98926,    +0.01172,   -0.01490,    -0.01383,    -0.01171,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01318,    +0.98584,    +0.01660,   -0.01596,    -0.00851,    -0.00958,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.02100,    +0.98926,    +0.01855,   -0.01171,    -0.01383,    -0.01064,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.00830,    +0.98438,    +0.02051,   -0.01383,    -0.01490,    -0.00639,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01562,    +0.99121,    +0.00684,   -0.01490,    -0.01064,    -0.01171,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01660,    +0.98633,    +0.01709,   -0.00532,    -0.00958,    -0.00745,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01562,    +0.99414,    +0.01318,   -0.01171,    -0.01383,    -0.00851,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01367,    +0.99023,    +0.00635,   -0.01490,    -0.01703,    -0.01171,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01367,    +0.98486,    +0.00195,   -0.01383,    -0.01596,    -0.00639,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01074,    +0.98145,    +0.00781,   -0.01064,    -0.01064,    -0.00851,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01904,    +0.98193,    -0.00049,   -0.00851,    -0.00851,    -0.01171,  -29.87403,    -9.95801,   -12.74648
     69036l,   -0.01758,    +0.98145,    +0.01123,   -0.01064,    -0.01703,    -0.00958,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01758,    +0.98779,    +0.01758,   -0.01171,    -0.01277,    -0.01064,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01660,    +0.98096,    +0.01709,   -0.01596,    -0.01490,    -0.00745,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.00684,    +0.99023,    +0.00830,   -0.01383,    -0.00958,    -0.00639,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01709,    +0.98340,    +0.02539,   -0.01490,    -0.00639,    -0.00851,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.00830,    +0.98389,    +0.00488,   -0.00851,    -0.01171,    -0.00851,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01416,    +0.98242,    +0.00732,   -0.01383,    -0.01383,    -0.00851,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01367,    +0.98438,    +0.02148,   -0.01490,    -0.01171,    -0.00745,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.01367,    +0.98242,    +0.01611,   -0.01703,    -0.01171,    -0.00639,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.02100,    +0.98438,    +0.00781,   -0.00851,    -0.01383,    -0.00639,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.02197,    +0.99512,    +0.01074,   -0.01277,    -0.01490,    -0.00639,  -32.58984,    -8.69063,   -11.87344
     69036l,   -0.00879,    +0.97998,    +0.02637,   -0.00851,    -0.00958,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.00586,    +0.98535,    -0.00244,   -0.01596,    -0.00639,    -0.01171,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01611,    +0.97314,    +0.00439,   -0.01064,    -0.01277,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01123,    +0.97461,    +0.01416,   -0.01703,    -0.01383,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01025,    +0.97900,    +0.00781,   -0.01490,    -0.01596,    -0.00958,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.00879,    +0.98047,    +0.00732,   -0.01490,    -0.01277,    -0.01277,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01758,    +0.98242,    +0.01318,   -0.01596,    -0.01383,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01807,    +0.98145,    -0.00488,   -0.00851,    -0.01171,    -0.00745,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.00928,    +0.98730,    +0.03027,   -0.01490,    -0.00639,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01416,    +0.98486,    +0.01807,   -0.01064,    -0.01277,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.02393,    +0.97852,    +0.00439,   -0.01490,    -0.00958,    -0.01171,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01855,    +0.98242,    +0.01660,   -0.01383,    -0.01171,    -0.00532,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.02783,    +0.98389,    +0.00879,   -0.00958,    -0.01383,    -0.00958,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01172,    +0.98145,    +0.02295,   -0.00958,    -0.01383,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01611,    +0.98584,    +0.00830,   -0.01490,    -0.01809,    -0.00958,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01221,    +0.97900,    +0.01855,   -0.01171,    -0.00745,    -0.00745,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01758,    +0.98096,    +0.01367,   -0.01277,    -0.00851,    -0.01171,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01562,    +0.98438,    +0.00049,   -0.01277,    -0.01171,    -0.00745,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01660,    +0.99414,    +0.02979,   -0.01703,    -0.00851,    -0.00958,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01465,    +0.98242,    +0.02197,   -0.01383,    -0.01277,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01172,    +0.97656,    +0.01221,   -0.01064,    -0.01277,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01904,    +0.98828,    +0.01318,   -0.01171,    -0.01171,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01318,    +0.98535,    +0.01953,   -0.01277,    -0.00851,    -0.01383,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.01074,    +0.97461,    -0.00049,   -0.01277,    -0.00851,    -0.01171,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.02148,    +0.98486,    +0.01465,   -0.01171,    -0.01064,    -0.00639,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.02051,    +0.98828,    +0.01221,   -0.01171,    -0.01383,    -0.00851,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.00732,    +0.99219,    +0.01904,   -0.01596,    -0.01171,    -0.00958,  -30.41719,    -8.32852,   -11.87344
     69036l,   -0.00439,    -1.03467,    +0.00195,   -0.01383,    -0.00745,    -0.00745,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.00293,    -1.00781,    +0.02490,   -0.01064,    -0.00532,    -0.00745,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.01123,    -1.03125,    +0.01270,   -0.01064,    -0.00958,    -0.00319,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.00342,    -1.01172,    +0.01611,   -0.01383,    -0.01277,    -0.00851,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.00000,    -1.01025,    +0.01221,   -0.01277,    -0.01064,    -0.00532,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.01172,    -1.01807,    +0.01562,   -0.01277,    -0.01277,    -0.00958,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.00879,    -1.03467,    +0.01562,   -0.01490,    -0.01383,    -0.00958,  -15.93281,    -0.72422,   -19.90547
     69036l,   -0.00879,    -1.01611,    +0.02539,   -0.01490,    -0.01383,    -0.01064,  -15.93281,    -0.72422,   -19.90547
